order_id,order_date,country,sub_region,sales_channel,product_category,customer_segment,payment_method,shipping_mode,units_sold,net_sales_eur,discount_pct,delivery_days,return_status
EUO-2024-107152,2024-07-18,Netherlands,Western Europe,Website,Fashion,Returning,Apple Pay,Standard,1,130.68,5.67,5.1,Not Returned
EUO-2024-102167,2024-10-22,Sweden,Northern Europe,Mobile App,Sports,New,Credit Card,Standard,4,412.78,3.77,4.4,Not Returned
EUO-2024-106922,2024-08-01,Germany,Western Europe,Website,Electronics,New,Buy Now Pay Later,Standard,1,257.02,8.02,5.2,Not Returned
EUO-2024-108403,12-26-2024,Ireland,Western Europe,Website,Electronics,Returning,Apple Pay,Standard,1,398.31,1.97,7.2,Not Returned
EUO-2025-112108,2025-06-10,Sweden,Northern Europe,Website,Fashion,Returning,Credit Card,Standard,2,135.91,3.51,8.7,Not Returned
EUO-2024-111110,2024-09-07,France,Western Europe,Website,Home & Living,Returning,Credit Card,Economy,1,37.08,3.19,7.4,Not Returned
EUO-2024-109279,2024-08-19,Germany,Western Europe,Marketplace,Beauty,Returning,PayPal,Next Day,1,31.21,8.24,2.3,Not Returned
EUO-2025-100360,2025-01-13,Czech Republic,Central & Eastern Europe,Website,Beauty,VIP,PayPal,Standard,3,47.1,13.16,3.6,Not Returned
EUO-2025-104265,2025-08-30,Spain,Southern Europe,Website,Fashion,Returning,Credit Card,Standard,3,240.96,0.22,6.8,Not Returned
EUO-2025-114500,2025-07-15,United Kingdom,Western Europe,Website,Electronics,VIP,PayPal,Express,3,648.23,4.6,2.2,Not Returned
EUO-2025-104600,2025-06-05,United Kingdom,Western Europe,Website,Fashion,Returning,Apple Pay,Express,8,766.39,2.41,3.6,Not Returned
EUO-2025-100732,2025-08-18,Germany,Western Europe,Website,Home & Living,Business,PayPal,Standard,4,295.26,3.71,4.0,Not Returned
EUO-2025-104089,2025-01-02,Netherlands,Western Europe,Mobile App,Home & Living,Returning,Debit Card,Standard,1,110.15,2.89,4.4,Not Returned
EUO-2025-103465,2025-01-28,Netherlands,Western Europe,Marketplace,Fashion,New,Bank Transfer,Standard,3,362.17,30.52,8.1,Not Returned
EUO-2024-110727,2024-05-02,United Kingdom,Western Europe,Marketplace,Toys,Returning,Buy Now Pay Later,Standard,2,74.04,16.67,4.5,Not Returned
EUO-2025-109211,2025-04-19,Poland,Central & Eastern Europe,Mobile App,Fashion,Business,Credit Card,Pickup Point,1,136.34,2.13,6.5,Not Returned
EUO-2024-100079,2024-03-23,United Kingdom,Western Europe,Marketplace,Fashion,VIP,Credit Card,Standard,1,101.87,11.31,4.9,Not Returned
EUO-2025-111984,2025-04-03,Sweden,Northern Europe,Website,Fashion,New,,Pickup Point,10,439.72,7.51,5.3,
EUO-2025-101086,2025-05-24,Germany,Western Europe,Marketplace,Electronics,New,Apple Pay,Standard,1,284.99,6.9,6.2,Not Returned
EUO-2025-100410,2025-04-04,Italy,Southern Europe,Mobile App,Home & Living,New,Credit Card,Standard,1,69.23,8.57,7.1,Not Returned
EUO-2025-112467,2025-08-14,Poland,Central & Eastern Europe,Website,Toys,VIP,Apple Pay,Economy,1,24.54,21.71,5.5,Not Returned
EUO-2025-110981,2025-06-07,Austria,Central Europe,Mobile App,Sports,New,Bank Transfer,Economy,3,225.85,9.49,7.7,Not Returned
EUO-2025-110781,2025-10-02,Sweden,Northern Europe,Mobile App,Fashion,Business,Credit Card,Standard,8,632.04,5.81,5.9,Not Returned
EUO-2024-102298,2024-11-09,Spain,Southern Europe,Mobile App,Beauty,Returning,Buy Now Pay Later,Express,1,44.5,9.16,4.0,Not Returned
EUO-2024-103611,2024-12-18,Sweden,Northern Europe,Website,Office Supplies,VIP,Credit Card,Standard,3,65.26,20.64,5.7,Not Returned
EUO-2025-109684,2025-03-15,Germany,Western Europe,Website,Toys,Returning,Debit Card,Pickup Point,2,74.29,4.34,5.4,Not Returned
EUO-2024-101575,2024-06-11,Denmark,Northern Europe,Website,Fashion,Business,Buy Now Pay Later,Express,3,134.62,4.57,1.4,Not Returned
EUO-2025-104635,2025-03-22,Germany,Western Europe,Mobile App,Beauty,Returning,Debit Card,Pickup Point,2,30.99,8.02,4.1,Not Returned
EUO-2025-103941,2025-06-25,United Kingdom,Western Europe,Website,Fashion,New,Debit Card,Standard,1,155.08,5.52,6.2,Returned
EUO-2025-109613,2025-07-10,United Kingdom,Western Europe,WEB,Home & Living,Returning,Credit Card,Standard,1,89.39,4.21,6.0,Not Returned
EUO-2025-110458,2025-06-22,United Kingdom,Western Europe,Website,Electronics,Returning,Apple Pay,Express,2,433.82,8.51,4.5,Not Returned
EUO-2025-112608,2025-04-27,Spain,Southern Europe,Mobile App,Fashion,Returning,PayPal,Express,5,477.18,3.17,5.3,Not Returned
EUO-2025-107706,2025-05-18,Italy,Southern Europe,Website,Toys,Returning,Credit Card,Pickup Point,4,123.14,11.5,5.3,
EUO-2024-113918,2024-10-25,Poland,Central & Eastern Europe,Website,Toys,Returning,Credit Card,Standard,6,273.17,8.93,6.3,Not Returned
EUO-2024-104237,2024-12-14,Sweden,Northern Europe,Website,Fashion,VIP,Bank Transfer,Express,1,25.94,6.34,,Not Returned
EUO-2025-104900,2025-01-06,Austria,Central Europe,Website,Home & Living,Returning,Debit Card,Standard,3,177.36,10.94,5.3,Returned
EUO-2025-106950,2025-11-03,France,Western Europe,Mobile App,Electronics,Returning,PayPal,Standard,2,314.71,2.53,4.6,Not Returned
EUO-2024-104395,2024-10-04,United Kingdom,Western Europe,Marketplace,Home & Living,New,Credit Card,Standard,2,54.02,7.28,4.1,Not Returned
EUO-2024-107886,2024-08-21,Italy,Southern Europe,Mobile App,Home & Living,VIP,Apple Pay,Standard,4,220.88,12.89,4.8,Not Returned
EUO-2025-108776,2025-04-01,Portugal,Southern Europe,Website,Electronics,New,Credit Card,Standard,3,612.48,15.8,6.1,Not Returned
EUO-2025-107348,2025-02-20,Germany,Western Europe,Website,Electronics,New,,Pickup Point,1,199.41,2.45,2.1,Not Returned
EUO-2024-105022,2024-08-14,France,Western Europe,Website,Electronics,New,Credit Card,Express,1,128.24,0.62,4.4,Not Returned
EUO-2024-111355,14/06/2024,Spain,Southern Europe,Website,Fashion,Returning,Buy Now Pay Later,Express,6,201.85,21.63,6.4,Not Returned
EUO-2024-108374,2024-11-27,Portugal,Southern Europe,Mobile App,Fashion,Returning,Apple Pay,Economy,1,81.16,1.03,7.1,Not Returned
EUO-2025-111440,2025-09-01,Italy,Southern Europe,Website,Electronics,Returning,Buy Now Pay Later,Express,6,1980.04,11.1,3.6,Not Returned
EUO-2024-114706,2024-09-21,Spain,Southern Europe,Website,Toys,VIP,Debit Card,Economy,2,84.45,10.4,5.6,Not Returned
EUO-2024-114237,2024-11-10,France,Western Europe,Website,Electronics,VIP,,Pickup Point,1,304.61,9.71,4.6,Not Returned
EUO-2025-107169,2025-04-14,Belgium,Western Europe,Mobile App,Home & Living,New,PayPal,Economy,4,234.94,5.35,8.4,Returned
EUO-2025-106890,2025-02-25,United Kingdom,Western Europe,Website,Fashion,VIP,,Standard,2,156.43,5.45,5.3,Not Returned
EUO-2024-103678,2024-10-08,United Kingdom,Western Europe,Website,Beauty,Returning,PayPal,Next Day,4,253.06,3.33,1.7,
EUO-2025-114804,2025-11-08,Italy,Southern Europe,Marketplace,Home & Living,Business,Buy Now Pay Later,Express,1,79.1,3.88,6.5,Not Returned
EUO-2025-112225,2025-02-05,Germany,Western Europe,Marketplace,Home & Living,Returning,Buy Now Pay Later,Standard,1,28.06,8.84,5.6,Returned
EUO-2025-107894,2025-07-21,Italy,Southern Europe,Website,Home & Living,New,Credit Card,Standard,1,65.13,11.06,5.6,Not Returned
EUO-2025-104950,2025-01-01,Italy,Southern Europe,Marketplace,Home & Living,New,Debit Card,Standard,2,84.67,6.18,9.1,Not Returned
EUO-2025-114417,2025-02-16,Netherlands,Western Europe,Marketplace,Beauty,Returning,Credit Card,Express,1,82.24,6.4,1.0,Not Returned
EUO-2024-107229,2024-05-19,Italy,Southern Europe,Website,Home & Living,Business,Credit Card,Standard,2,221.57,3.26,6.0,Not Returned
EUO-2024-112522,2024-04-21,Italy,Southern Europe,Website,Fashion,Returning,PayPal,Express,2,57.15,,1.2,Not Returned
EUO-2025-110864,2025-04-02,Italy,Southern Europe,WEB,Fashion,Returning,Credit Card,Standard,1,39.2,1.29,4.2,Not Returned
EUO-2025-104901,04-Mar-2025,Poland,Central & Eastern Europe,Website,Fashion,Business,Buy Now Pay Later,Express,8,155.41,32.1,1.1,Not Returned
EUO-2025-105155,2025-04-19,Germany,Western Europe,Website,Home & Living,New,Credit Card,Pickup Point,8,1055.69,8.1,5.9,Not Returned
EUO-2025-112379,2025-09-17,France,Western Europe,Website,Pet Care,New,Buy Now Pay Later,Standard,5,64.09,4.83,6.3,Not Returned
EUO-2025-113847,2025-12-09,Spain,Southern Europe,Mobile App,Beauty,New,Bank Transfer,Economy,4,139.72,6.91,11.2,Not Returned
EUO-2025-100455,2025-10-11,Belgium,Western Europe,Marketplace,Home & Living,Returning,,Standard,2,280.13,5.75,6.3,
EUO-2025-101418,2025-08-09,France,Western Europe,Mobile App,Electronics,Returning,Buy Now Pay Later,Express,1,141.31,5.56,3.4,Not Returned
EUO-2024-114182,2024-06-06,France,Western Europe,Marketplace,Home & Living,VIP,Buy Now Pay Later,Standard,1,75.38,24.86,6.2,Not Returned
EUO-2025-108317,2025-12-15,Poland,Central & Eastern Europe,Website,Home & Living,Returning,Credit Card,Economy,5,102.16,9.25,7.2,Not Returned
EUO-2025-104717,2025-10-15,France,Western Europe,Mobile App,Fashion,VIP,PayPal,Express,1,61.45,9.26,3.3,Not Returned
EUO-2025-102020,2025-09-12,Austria,Central Europe,Marketplace,Pet Care,Returning,PayPal,Economy,3,44.32,7.61,9.2,Not Returned
EUO-2025-108629,2025-05-13,Belgium,Western Europe,Website,Pet Care,Returning,Buy Now Pay Later,Standard,3,177.97,10.87,3.2,Not Returned
EUO-2025-111109,2025-10-17,Germany,Western Europe,Marketplace,Fashion,Business,PayPal,Standard,2,513.69,7.45,42.3,Not Returned
EUO-2024-103909,15-Nov-2024,United Kingdom,Western Europe,Website,Beauty,Returning,Debit Card,Express,5,237.85,0.85,2.4,Not Returned
EUO-2024-114255,2024-09-05,Austria,Central Europe,Website,Sports,New,Debit Card,express,1,55.11,4.31,5.4,Not Returned
EUO-2025-110807,2025-07-18,Germany,Western Europe,Website,Toys,VIP,PayPal,Next Day,1,44.64,9.88,2.0,Returned
EUO-2025-113675,2025-08-24,Czech Republic,Central & Eastern Europe,Website,Electronics,New,PayPal,Express,4,1211.57,2.29,1.8,Not Returned
EUO-2024-103269,2024-05-22,Belgium,Western Europe,Mobile App,Beauty,Returning,Credit Card,Standard,3,77.43,18.14,3.6,Not Returned
EUO-2025-113729,2025-02-21,Spain,Southern Europe,Website,Sports,New,Buy Now Pay Later,Standard,1,61.5,2.53,5.0,Not Returned
EUO-2024-100173,2024-08-13,United Kingdom,Western Europe,Marketplace,Office Supplies,VIP,Debit Card,Next Day,1,27.56,,4.3,Not Returned
EUO-2025-100050,22-Apr-2025,France,Western Europe,Marketplace,Home & Living,VIP,Debit Card,Standard,10,3051.6,14.65,5.9,Not Returned
EUO-2024-103623,2024-09-08,Belgium,Western Europe,Marketplace,Home & Living,New,Buy Now Pay Later,Next Day,1,45.53,6.09,3.3,Not Returned
EUO-2025-105174,2025-04-21,Italy,Southern Europe,Mobile App,Home & Living,Returning,Apple Pay,Economy,5,335.32,2.88,7.9,Exchange
EUO-2025-102714,2025-08-04,Italy,Southern Europe,website,Home & Living,Returning,Debit Card,Standard,3,475.11,10.47,6.5,Not Returned
EUO-2024-105549,2024-09-03,Italy,Southern Europe,Website,Electronics,Returning,PayPal,Standard,3,692.34,4.67,4.4,Returned
EUO-2025-100399,2025-05-31,Italy,Southern Europe,Marketplace,Fashion,Returning,Apple Pay,Economy,1,64.32,6.25,,Not Returned
EUO-2025-100749,2025-05-25,Italy,Southern Europe,Website,Electronics,Business,Credit Card,Pickup Point,10,3461.4,0.88,7.0,Not Returned
EUO-2025-101713,2025-06-18,United Kingdom,Western Europe,Website,Home & Living,Returning,Credit Card,Standard,1,45.04,9.38,5.2,Not Returned
EUO-2024-114655,2024-08-22,Germany,Western Europe,Marketplace,Pet Care,Business,PayPal,Pickup Point,4,223.21,10.96,6.2,Not Returned
EUO-2024-107590,2024-07-21,Netherlands,Western Europe,Mobile App,Home & Living,,Credit Card,Express,2,152.38,8.58,2.5,Not Returned
EUO-2024-114480,2024-07-07,United Kingdom,Western Europe,Mobile App,Fashion,Returning,Buy Now Pay Later,Standard,1,48.28,30.24,7.0,Not Returned
EUO-2024-102921,2024-10-21,France,Western Europe,Marketplace,Beauty,VIP,Apple Pay,Standard,10,290.96,6.12,9.0,Not Returned
EUO-2024-108251,2024-10-09,Portugal,Southern Europe,Website,Home & Living,New,Bank Transfer,Standard,2,613.76,8.6,6.0,Not Returned
EUO-2025-111239,2025-01-04,Netherlands,Western Europe,App,Electronics,Returning,Bank Transfer,Pickup Point,1,400.68,4.93,7.7,Not Returned
EUO-2024-101039,2024-05-14,France,Western Europe,Mobile App,Sports,New,,Standard,1,47.27,8.21,7.1,Not Returned
EUO-2024-113725,2024-10-18,Poland,Central & Eastern Europe,Website,Beauty,Returning,Debit Card,Pickup Point,1,46.04,8.75,4.8,Not Returned
EUO-2025-114210,2025-10-21,Spain,Southern Europe,Website,Beauty,Returning,PayPal,STANDARD,4,91.95,4.74,7.7,Exchange
EUO-2025-106802,2025-09-26,Austria,Central Europe,Mobile App,Home & Living,VIP,PayPal,Pickup Point,1,123.88,7.62,6.8,Not Returned
EUO-2025-108582,2025-07-05,Germany,Western Europe,Website,Fashion,Returning,Buy Now Pay Later,Pickup Point,1,113.48,9.09,8.1,Not Returned
EUO-2025-107065,2025-03-21,Italy,Southern Europe,Website,Home & Living,Returning,PayPal,Express,4,645.98,0.24,2.9,Not Returned
EUO-2025-103592,2025-02-17,France,Western Europe,Mobile App,Beauty,VIP,Buy Now Pay Later,Express,1,36.13,6.29,2.6,Not Returned
EUO-2024-108925,2024-10-16,Germany,Western Europe,Website,Electronics,VIP,Credit Card,Standard,3,762.45,11.04,7.7,Not Returned
EUO-2025-103323,2025-09-11,United Kingdom,Western Europe,Mobile App,Pet Care,Returning,Debit Card,Economy,1,10.74,3.81,5.4,Not Returned
EUO-2025-107379,2025-08-02,Austria,Central Europe,Mobile App,Fashion,VIP,PayPal,Economy,2,120.06,18.3,5.4,Returned
EUO-2024-105933,2024-08-29,France,Western Europe,Website,Fashion,Returning,Debit Card,Standard,1,153.17,0.99,5.8,Not Returned
EUO-2025-104489,2025-01-01,Germany,Western Europe,Website,Electronics,Returning,PayPal,Express,1,309.01,11.56,2.5,Not Returned
EUO-2024-107250,2024-11-30,France,Western Europe,Mobile App,Electronics,Returning,,Economy,4,333.96,5.04,7.7,Returned
EUO-2025-103405,2025-02-17,France,Western Europe,Mobile App,Electronics,Returning,Debit Card,Standard,1,499.43,24.73,3.0,Not Returned
EUO-2024-105426,2024-07-10,Spain,Southern Europe,Mobile App,Home & Living,New,PayPal,Standard,1,161.21,2.95,7.9,Exchange
EUO-2024-101611,2024-09-11,United Kingdom,Western Europe,Website,Electronics,VIP,PayPal,Standard,1,164.17,,4.6,Not Returned
EUO-2025-108046,2025-05-29,Ireland,Western Europe,Mobile App,Home & Living,New,Debit Card,Next Day,1,43.5,7.0,2.8,Not Returned
EUO-2025-108336,2025-07-28,Germany,Western Europe,Mobile App,Toys,New,PayPal,Economy,2,38.77,10.28,7.5,Not Returned
EUO-2025-105771,2025-06-09,Netherlands,Western Europe,Website,Toys,New,Credit Card,Economy,1,81.26,6.49,7.5,Not Returned
EUO-2025-103691,2025-10-21,Austria,Central Europe,Website,Electronics,Business,Buy Now Pay Later,Express,10,2237.45,5.04,6.0,Not Returned
EUO-2025-107696,2025-03-31,Austria,Central Europe,Website,Fashion,Returning,Credit Card,Pickup Point,1,64.93,11.95,3.9,Not Returned
EUO-2024-114372,2024-12-10,France,Western Europe,Mobile App,Office Supplies,VIP,Bank Transfer,Next Day,2,83.46,15.65,1.0,Not Returned
EUO-2025-105642,2025-09-09,Germany,Western Europe,Mobile App,Home & Living,Returning,,Pickup Point,1,156.08,10.2,6.3,Not Returned
EUO-2025-107501,2025-11-05,Sweden,Northern Europe,Mobile App,Toys,Returning,Credit Card,Standard,2,145.83,0.32,6.1,Not Returned
EUO-2025-105893,2025-11-18,Italy,Southern Europe,Marketplace,Fashion,Returning,PayPal,Pickup Point,2,74.24,17.62,8.2,Not Returned
EUO-2024-102501,2024-07-02,Spain,Southern Europe,Website,Home & Living,Returning,Buy Now Pay Later,Economy,1,87.14,7.44,7.5,Returned
EUO-2025-110387,2025-04-19,United Kingdom,Western Europe,Website,Fashion,New,Bank Transfer,Standard,1,270.08,7.63,,
EUO-2024-110216,2024-05-29,Austria,Central Europe,Website,Home & Living,New,Bank Transfer,Standard,1,99.01,10.06,5.4,Not Returned
EUO-2024-103780,2024-11-28,Spain,Southern Europe,Mobile App,Pet Care,Business,Debit Card,Standard,2,28.11,0.68,4.5,Not Returned
EUO-2024-113806,2024-04-08,Germany,Western Europe,Website,Home & Living,Returning,Debit Card,Standard,1,150.85,12.91,2.9,Not Returned
EUO-2024-101593,2024-12-13,France,Western Europe,Website,Toys,VIP,Credit Card,Economy,1,23.22,14.48,5.9,Not Returned
EUO-2024-111419,2024-12-05,Germany,Western Europe,Website,Electronics,Returning,Credit Card,Economy,1,202.1,3.92,8.0,Not Returned
EUO-2025-113153,2025-04-15,Germany,Western Europe,Website,Home & Living,VIP,Credit Card,Express,1,130.11,11.72,4.4,Not Returned
EUO-2025-109441,2025-10-23,Poland,Central & Eastern Europe,Market Place,Electronics,Returning,Credit Card,Express,2,862.16,7.72,2.8,Not Returned
EUO-2025-108880,2025-04-28,Austria,Central Europe,Marketplace,Office Supplies,New,Buy Now Pay Later,Pickup Point,6,246.61,4.66,4.5,Not Returned
EUO-2025-106517,2025-01-31,Belgium,Western Europe,Mobile App,Fashion,New,PayPal,Standard,1,52.44,4.1,4.8,Not Returned
EUO-2025-102559,2025-03-05,Poland,Central & Eastern Europe,Website,Beauty,New,Debit Card,Standard,2,154.7,6.22,6.7,Returned
EUO-2024-107937,2024-10-01,Netherlands,Western Europe,Mobile App,Beauty,Returning,Apple Pay,Economy,5,281.5,1.26,8.0,Not Returned
EUO-2025-112071,2025-01-21,Poland,Central & Eastern Europe,Mobile App,Pet Care,Returning,Bank Transfer,Pickup Point,1,36.16,13.52,5.8,Not Returned
EUO-2025-109123,2025-03-10,Czech Republic,Central & Eastern Europe,Marketplace,Beauty,New,Credit Card,Next Day,2,48.38,3.81,2.3,Not Returned
EUO-2025-110296,2025-09-12,Czech Republic,Central & Eastern Europe,Website,Sports,Returning,Buy Now Pay Later,Economy,4,357.85,4.68,7.8,
EUO-2024-102498,2024-11-24,France,Western Europe,Mobile App,Beauty,Returning,Credit Card,Express,2,68.89,6.72,1.0,Not Returned
EUO-2025-114894,2025-03-22,United Kingdom,Western Europe,Website,Pet Care,Returning,Apple Pay,Economy,3,265.77,3.08,7.0,Not Returned
EUO-2025-106366,2025-06-07,Spain,Southern Europe,Mobile App,Fashion,VIP,Debit Card,Express,2,216.55,5.95,4.9,Returned
EUO-2024-109039,2024-10-22,United Kingdom,Western Europe,Website,Home & Living,Returning,Credit Card,Standard,2,181.18,3.59,4.2,Not Returned
EUO-2024-111300,2024-03-21,Germany,Western Europe,Website,Fashion,VIP,Credit Card,Express,1,46.0,4.82,2.0,Not Returned
EUO-2024-104057,2024-10-25,Spain,Southern Europe,Website,Electronics,Returning,Apple Pay,Standard,1,294.89,4.88,5.5,Not Returned
EUO-2025-114494,2025-03-07,Sweden,Northern Europe,Marketplace,Fashion,Returning,Buy Now Pay Later,Standard,40,44.53,8.49,6.1,Exchange
EUO-2024-105183,2024-11-01,France,Western Europe,Website,Electronics,Returning,PayPal,Express,1,179.54,6.63,3.3,Not Returned
EUO-2024-103116,2024-08-01,France,Western Europe,Website,Home & Living,New,Buy Now Pay Later,Standard,1,42.5,15.85,5.6,Not Returned
EUO-2025-112213,2025-05-05,Sweden,Northern Europe,Mobile App,Fashion,,Buy Now Pay Later,Pickup Point,3,177.53,8.43,4.5,Not Returned
EUO-2025-107111,2025-01-08,Germany,Western Europe,Website,Pet Care,Returning,Debit Card,Standard,4,249.22,11.27,5.6,Not Returned
EUO-2025-106699,2025-08-23,Denmark,Northern Europe,Marketplace,Electronics,,Buy Now Pay Later,Standard,1,124.93,11.29,5.6,Returned
EUO-2025-110607,2025-05-07,Sweden,Northern Europe,Mobile App,Sports,New,PayPal,Economy,2,709.52,6.76,6.7,Not Returned
EUO-2024-107508,2024-12-13,Poland,Central & Eastern Europe,Website,Beauty,VIP,PayPal,Economy,1,46.4,7.35,,Not Returned
EUO-2025-110553,2025-06-20,Italy,Southern Europe,Mobile App,Home & Living,Returning,PayPal,Standard,1,131.46,7.33,6.1,Not Returned
EUO-2024-108117,2024-12-04,France,Western Europe,Website,Home & Living,Returning,Debit Card,Next Day,1,75.04,2.75,2.2,Not Returned
EUO-2024-100624,2024-08-28,Germany,Western Europe,Mobile App,Home & Living,,PayPal,Pickup Point,1,117.57,1.35,5.0,Not Returned
EUO-2025-104826,2025-07-10,France,Western Europe,Mobile App,Toys,Returning,Credit Card,Pickup Point,1,63.59,1.13,1.3,Not Returned
EUO-2025-112736,2025-08-29,Germany,Western Europe,Website,Beauty,Returning,Credit Card,Standard,3,120.94,9.36,6.5,Returned
EUO-2025-107413,2025-05-25,Germany,Western Europe,Website,Electronics,VIP,Credit Card,Express,3,614.68,10.04,3.4,Not Returned
EUO-2024-113900,2024-07-21,United Kingdom,Western Europe,Mobile App,Fashion,New,Buy Now Pay Later,Next Day,1,65.71,10.9,1.6,
EUO-2025-108420,2025-08-22,Belgium,Western Europe,Website,Toys,New,Buy Now Pay Later,Express,1,30.11,15.3,5.1,Not Returned
EUO-2025-102310,2025-06-28,Italy,Southern Europe,Website,Beauty,,Credit Card,Express,4,203.68,,1.5,Exchange
EUO-2025-108400,2025-09-02,Austria,Central Europe,Mobile App,Electronics,VIP,Debit Card,Pickup Point,1,423.21,17.06,4.8,Not Returned
EUO-2024-108180,2024-04-30,Spain,Southern Europe,Website,Beauty,Returning,Bank Transfer,Standard,5,132.82,9.61,5.7,Not Returned
EUO-2025-106282,2025-03-18,Sweden,Northern Europe,Marketplace,Fashion,New,Credit Card,Standard,3,586.69,4.67,6.9,Returned
EUO-2024-112648,2024-10-15,France,Western Europe,Marketplace,Electronics,Returning,Bank Transfer,Next Day,1,324.88,7.07,5.2,Not Returned
EUO-2024-104702,2024-04-10,Italy,Southern Europe,Mobile App,Beauty,New,Buy Now Pay Later,Standard,1,70.62,3.6,5.6,Not Returned
EUO-2025-104004,2025-01-02,Poland,Central & Eastern Europe,Website,Beauty,Business,PayPal,Pickup Point,10,666.14,12.19,4.9,Not Returned
EUO-2025-105359,2025-07-09,Italy,Southern Europe,Website,Toys,New,Debit Card,Standard,1,79.23,0.63,,Not Returned
EUO-2025-103571,2025-05-18,Sweden,Northern Europe,Marketplace,Electronics,Business,PayPal,Standard,4,631.41,19.15,4.5,Not Returned
EUO-2025-100008,2025-01-20,Germany,Western Europe,Website,Sports,New,Credit Card,Standard,4,304.4,3.3,6.8,Not Returned
EUO-2024-105582,2024-11-12,France,Western Europe,Mobile App,Home & Living,New,Credit Card,Standard,1,12.03,9.97,6.3,Not Returned
EUO-2024-104852,2024-03-19,Germany,Western Europe,Mobile App,Sports,Returning,Buy Now Pay Later,Express,1,107.83,2.58,1.7,Not Returned
EUO-2024-111194,2024-05-30,Spain,Southern Europe,WEB,Office Supplies,Returning,PayPal,Standard,2,117.88,10.54,5.8,Not Returned
EUO-2025-114422,2025-07-17,Netherlands,Western Europe,Mobile App,Electronics,Business,Credit Card,Express,6,802.37,2.01,3.7,Not Returned
EUO-2025-100450,2025-04-18,United Kingdom,Western Europe,Website,Home & Living,Returning,Debit Card,Economy,1,70.17,7.82,6.4,Not Returned
EUO-2024-105040,2024-04-02,Netherlands,Western Europe,Website,Electronics,Returning,Bank Transfer,Express,1,325.44,8.66,1.0,Not Returned
EUO-2024-111012,2024-11-28,Netherlands,Western Europe,WEB,Beauty,Returning,Apple Pay,Express,3,80.15,2.88,1.7,Not Returned
EUO-2025-103971,2025-04-24,United Kingdom,Western Europe,Website,Sports,Returning,Debit Card,Pickup Point,1,60.32,5.07,5.0,Not Returned
EUO-2025-110474,2025-07-02,France,Western Europe,Mobile App,Home & Living,VIP,Debit Card,Next Day,2,224.7,27.8,1.5,Not Returned
EUO-2025-102481,2025-09-21,France,Western Europe,Marketplace,Electronics,VIP,Credit Card,Standard,2,662.17,6.46,6.2,Not Returned
EUO-2025-103184,2025-11-05,Poland,Central & Eastern Europe,Mobile App,Fashion,Returning,Bank Transfer,Express,2,44.39,4.02,2.1,Not Returned
EUO-2024-113898,2024-11-01,Sweden,Northern Europe,Marketplace,Electronics,VIP,Buy Now Pay Later,Economy,1,361.79,8.76,7.4,Not Returned
EUO-2025-100181,2025-07-15,Austria,Central Europe,Website,Pet Care,Returning,Apple Pay,Pickup Point,1,65.61,6.74,7.2,Not Returned
EUO-2024-113583,2024-03-16,Netherlands,Western Europe,Website,Office Supplies,Returning,Apple Pay,Standard,2,52.18,4.03,2.4,Not Returned
EUO-2024-112061,2024-12-13,Sweden,Northern Europe,Website,Beauty,Returning,Credit Card,Standard,1,36.6,9.15,6.6,Not Returned
EUO-2025-104816,2025-03-10,Czech Republic,Central & Eastern Europe,Marketplace,Beauty,Returning,Apple Pay,Economy,2,52.7,11.75,10.4,Not Returned
EUO-2024-113477,12-Dec-2024,Poland,Central & Eastern Europe,Website,Home & Living,Returning,Credit Card,Express,4,202.84,15.19,,Not Returned
EUO-2025-107273,2025-10-01,Portugal,Southern Europe,Website,Toys,VIP,Apple Pay,Express,1,10.52,13.68,3.2,
EUO-2024-102894,2024-10-14,Germany,Western Europe,Mobile App,Home & Living,New,Credit Card,Standard,1,72.12,11.85,4.0,Not Returned
EUO-2024-103613,2024-09-20,France,Western Europe,Marketplace,Home & Living,Business,Buy Now Pay Later,Express,1,65.09,16.52,4.0,No Return
EUO-2024-111025,2024-10-16,United Kingdom,Western Europe,Website,Sports,Business,Apple Pay,Express,5,328.68,5.4,2.9,Not Returned
EUO-2025-107840,2025-02-02,Poland,Central & Eastern Europe,Mobile App,Toys,Returning,PayPal,Express,2,51.45,4.37,2.2,Not Returned
EUO-2025-108878,07-Jun-2025,Germany,Western Europe,Mobile App,Home & Living,Returning,Bank Transfer,Standard,1,102.13,12.67,5.8,Not Returned
EUO-2025-105117,2025-04-13,Belgium,Western Europe,Marketplace,Beauty,Business,Buy Now Pay Later,Standard,10,278.9,11.12,6.0,Not Returned
EUO-2025-105653,2025-01-27,Spain,Southern Europe,Website,Electronics,New,Bank Transfer,Economy,1,438.52,14.81,7.2,Not Returned
EUO-2025-101547,2025-04-21,Spain,Southern Europe,Mobile App,Home & Living,Business,Debit Card,Economy,1,136.39,1.94,7.3,Not Returned
EUO-2024-112586,2024-06-24,Spain,Southern Europe,Website,Office Supplies,Business,PayPal,Standard,10,173.72,7.48,5.5,Not Returned
EUO-2025-113608,2025-07-18,Portugal,Southern Europe,Website,Office Supplies,New,Buy Now Pay Later,Standard,5,171.43,6.88,6.8,Not Returned
EUO-2025-107762,2025-09-03,Poland,Central & Eastern Europe,Website,Sports,New,Apple Pay,Express,4,189.18,7.05,4.1,Not Returned
EUO-2024-101346,2024-08-16,Italy,Southern Europe,Mobile App,Electronics,Returning,Credit Card,Express,4,379.68,12.44,2.7,Not Returned
